Number,Player,Pos,Club,Birth Place,Birth Date,Age,MP,Min,Gls,Height,Weight,Team,Team_Status
24,Paul Wanner,MF,1.nl PSV,"Dornbirn, Austria",12/23/2005,20-170,4,234,0,186,72,Austria,advanced
21,Patrick Wimmer,"FW,MF",1.de Wolfsburg,"Tulln, Austria",5/30/2001,25-012,2,21,0,182,77,Austria,advanced
16,Martin Baturina,"MF,FW",1.it Como,"ZÃ¼rich, Switzerland",2/16/2003,23,4,321,1,172,68,Croatia,advanced
11,Ante Budimir,FW,1.es Osasuna,"Zenica, Bosnia and Herzegovina",7/22/1991,34,3,155,1,190,74,Croatia,advanced
26,Petar Musa,FW,1.us FC Dallas,"Zagreb, Croatia",3/4/1998,28,2,110,1,190,82,Croatia,advanced
14,Ivan PeriÅ¡iÄ‡,"MF,DF",1.nl PSV,"Grad Split, Croatia",2/2/1989,37,4,360,1,187,77,Croatia,advanced
17,Petar SuÄiÄ‡,"MF,FW",1.it Inter,"Livno, Bosnia and Herzegovina",10/25/2003,22,4,289,1,183,76,Croatia,advanced
13,Nikola VlaÅ¡iÄ‡,MF,1.it Torino,"Grad Split, Croatia",10/4/1997,28,3,189,1,178,78,Croatia,advanced
4,JoÅ¡ko Gvardiol,DF,1.eng Manchester City,"Zagreb, Croatia",1/23/2002,24-139,4,139,0,185,82,Croatia,advanced
8,Mateo KovaÄiÄ‡,MF,1.eng Manchester City,"Linz, Austria",5/6/1994,32-036,4,270,0,181,77,Croatia,advanced
9,Andrej KramariÄ‡,"FW,MF",1.de Hoffenheim,"Zagreb, Croatia",6/19/1991,34-357,3,59,0,180,73,Croatia,advanced
1,Dominik LivakoviÄ‡,GK,1.hr Dinamo Zagreb,"Zadar, Croatia",1/9/1995,31-153,4,360,0,186,78,Croatia,advanced
20,Igor MatanoviÄ‡,FW,1.de Freiburg,"Hamburg, Germany",3/31/2003,23-072,3,95,0,194,89,Croatia,advanced
10,Luka ModriÄ‡,MF,1.it Milan,"Zadar, Croatia",9/9/1985,40-275,4,317,0,174,66,Croatia,advanced
24,Marco PaÅ¡aliÄ‡,MF,1.us Orlando City,"Karlsruhe, Germany",9/14/2000,25-270,3,99,0,177,73,Croatia,advanced
15,Mario PaÅ¡aliÄ‡,MF,1.it Atalanta,"Mainz, Germany",2/9/1995,31-122,4,123,0,188,77,Croatia,advanced
3,Marin PongraÄiÄ‡,DF,1.it Fiorentina,"Landshut, Germany",9/11/1997,28-273,3,270,0,190,94,Croatia,advanced
2,Josip StaniÅ¡iÄ‡,"DF,MF",1.de Bayern Munich,"MÃ¼nchen, Germany",4/2/2000,26-070,4,360,0,186,77,Croatia,advanced
21,Luka SuÄiÄ‡,"FW,MF",1.es Real Sociedad,"Linz, Austria",9/8/2002,23-276,1,19,0,185,78,Croatia,advanced
6,Josip Å utalo,DF,1.nl Ajax,"ÄŒapljina, Bosnia and Herzegovina",2/28/2000,26-103,4,360,0,190,82,Croatia,advanced
13,Nikola VlaÅ¡iÄ‡,MF,1.it Torino,"Grad Split, Croatia",10/4/1997,28-250,3,189,1,178,78,Croatia,advanced
22,Luka VuÅ¡koviÄ‡,DF,1.de Hamburger SV,"Croatia, Croatia",2/24/2007,19-107,1,65,0,193,86,Croatia,advanced
17,Rafik Belghali,DF,1.it Hellas Verona,"Leuven, Belgium",6/7/2002,24,4,331,1,186,73,Algeria,advanced
12,Nadhir Benbouali,FW,1.hu GyÅ‘r,"Chlef, Algeria",4/17/2000,26,1,45,1,190,83,Algeria,advanced
9,Amine Gouiri,FW,1.fr Marseille,"Bourgoin-Jallieu, France",2/16/2000,26,4,251,1,180,78,Algeria,advanced
7,Riyad Mahrez,MF,1.sa Al-Ahli,"Sarcelles, France",2/21/1991,35,4,262,2,178,73,Algeria,advanced
15,Rayan AÃ¯t-Nouri,DF,1.eng Manchester City,"Montreuil, France",6/6/2001,25-005,4,284,0,179,69,Algeria,advanced
18,Mohamed Amoura,"FW,MF",1.de Wolfsburg,"Jijel, Algeria",5/9/2000,26-033,1,27,0,170,60,Algeria,advanced
8,Houssem Aouar,MF,1.sa Al-Ittihad,"Lyon, France",6/30/1998,27-346,3,173,0,175,69,Algeria,advanced
5,Zineddine BelaÃ¯d,DF,1.dz JS Kabylie,"Thenia, Algeria",3/20/1999,27-083,2,25,0,186,78,Algeria,advanced
16,Oussama Benbot,GK,1.dz USM Alger,"AÃ¯n Mâ€™Lila, Algeria",10/11/1994,31-243,1,90,0,188,89,Algeria,advanced
21,Ramy Bensebaini,DF,1.de Dortmund,"Constantine, Algeria",4/16/1995,31-056,4,360,0,188,82,Algeria,advanced
19,Nabil Bentaleb,MF,1.fr Lille,"Lille, France",11/24/1994,31-199,4,285,0,187,78,Algeria,advanced
14,Hicham Boudaoui,MF,1.fr Nice,"BÃ©char, Algeria",9/23/1999,26-261,3,128,0,175,60,Algeria,advanced
20,Adil Boulbina,FW,1.qa Al Duhail SC,"El Milia, Algeria",5/2/2003,23-040,2,19,0,183,78,Algeria,advanced
10,Fares ChaÃ¯bi,MF,1.de Frankfurt,"Lyon, France",11/28/2002,23-195,4,360,0,183,68,Algeria,advanced
26,Samir Chergui,DF,1.fr Paris FC,"BrÃ©tigny-sur-Orge, France",2/6/1999,27-125,1,20,0,180,78,Algeria,advanced
25,FarÃ©s Ghedjemis,"FW,MF",2.it Frosinone,"Montreuil, France",9/6/2002,23-278,1,1,0,183,74,Algeria,advanced
11,Anis Hadj Moussa,MF,1.nl Feyenoord,"France, France",2/11/2002,24-120,3,98,0,176,72,Algeria,advanced
13,Jaouen Hadjam,DF,1.ch Young Boys,"Paris, France",3/26/2003,23-077,3,109,0,185,82,Algeria,advanced
2,AÃ¯ssa Mandi,DF,1.fr Lille,"ChÃ¢lons-en-Champagne, France",10/22/1991,34-232,4,360,0,186,82,Algeria,advanced
22,Ibrahim Maza,"MF,FW",1.de Leverkusen,"Berlin, Germany",11/24/2005,20-199,4,351,0,180,69,Algeria,advanced
6,Ramiz Zerrouki,MF,1.nl Twente,"Amsterdam, Netherlands",5/26/1998,28-016,3,111,0,183,77,Algeria,advanced
23,Luca Zidane,GK,2.es Granada,"Marseille, France",5/13/1998,28-029,3,270,0,181,78,Algeria,advanced
17,Nestory Irankunda,"FW,MF",2.eng Watford,"Kibondo, Tanzania",2/9/2006,20,4,261,1,175,73,Australia,advanced
8,Connor Metcalfe,MF,1.de St Pauli,"Newcastle, Australia",11/5/1999,26,4,315,1,178,73,Australia,advanced
18,Patrick Beach,GK,1.au Melb City,"Sydney, Australia",8/6/2003,22-309,4,388,0,190,78,Australia,advanced
16,Aziz Behich,MF,1.au Melb City,"Moonee Ponds, Australia",12/16/1990,35-177,3,217,0,172,68,Australia,advanced
5,Jordy Bos,"MF,DF",1.nl Feyenoord,"Melbourne, Australia",10/29/2002,23-225,4,308,0,180,83,Australia,advanced
21,Cameron Burgess,DF,2.eng Swansea City,"Aberdeen, Scotland, United Kingdom",10/21/1995,30-233,2,135,0,194,92,Australia,advanced
3,Alessandro Circati,DF,1.it Parma,"Fidenza, Italy",10/10/2003,22-244,4,390,0,190,83,Australia,advanced
6,Jason Geria,DF,2.jp Albirex Niigata,"Canberra, Australia",5/10/1993,33-032,2,62,0,178,78,Australia,advanced
25,Lucas Herrington,DF,1.us Colorado Rapids,"Brisbane, Australia",9/5/2007,18-279,2,210,0,192,79,Australia,advanced
10,Ajdin Hrustic,MF,1.nl Heracles Almelo,"Melbourne, Australia",7/5/1996,29-341,2,80,0,183,78,Australia,advanced
22,Jackson Irvine,MF,1.de St Pauli,"Melbourne, Australia",3/7/1993,33-096,4,223,0,179,76,Australia,advanced
4,Jacob Italiano,DF,1.at Grazer AK,"Perth, Australia",7/30/2001,24-316,2,163,0,177,73,Australia,advanced
7,Mathew Leckie,MF,1.au Melb City,"Melbourne, Australia",2/4/1991,35-127,1,60,0,180,78,Australia,advanced
11,Awer Mabil,"FW,MF",2.es CastellÃ³n,"Kakuma, Kenya",9/15/1995,30-269,1,30,0,179,73,Australia,advanced
13,Aiden O'Neill,MF,1.us NYCFC,"Brisbane, Australia",7/4/1998,27-342,4,360,0,178,69,Australia,advanced
24,Paul Okon-Engstler,MF,1.au Sydney FC,"Gent, Belgium",1/24/2005,21-138,4,197,0,182,78,Australia,advanced
1,Mathew Ryan,GK,1.es Levante,"Plumpton, Australia",4/8/1992,34-064,1,2,0,184,82,Australia,advanced
19,Harry Souttar,DF,2.eng Leicester City,"Aberdeen, Scotland, United Kingdom",10/22/1998,27-232,4,390,0,198,101,Australia,advanced
9,Mo TourÃ©,FW,2.eng Norwich City,"Conakry, Guinea",3/26/2004,22-077,3,165,0,179,78,Australia,advanced
15,Kai Trewin,"DF,MF",1.us NYCFC,"Batemans Bay, Australia",5/18/2001,25-024,1,75,0,179,73,Australia,advanced
23,Nishan Velupillay,MF,1.au Melb. Victory,"Melbourne, Australia",5/7/2001,25-035,2,75,0,181,77,Australia,advanced
20,Cristian Volpato,MF,1.it Sassuolo,"Camperdown, Australia",11/15/2003,22-208,3,160,0,187,78,Australia,advanced
26,Tete Yengi,FW,1.jp Machida Zelvia,"Adelaide, Australia",11/28/2000,25-195,2,24,0,197,83,Australia,advanced
14,Deroy Duarte,MF,1.bg Ludogorets,"Rotterdam, Netherlands",7/4/1999,26,4,264,1,177,69,Cabo Verde,advanced
13,Sidny Lopes Cabral,DF,1.pt Benfica,"Rotterdam, Netherlands",9/18/2002,23,3,285,1,176,69,Cabo Verde,advanced
6,Kevin Pina,MF,1.ru Krasnodar,"Praia, Cape Verde",1/27/1997,29,4,349,1,181,79,Cabo Verde,advanced
26,HÃ©lio Varela,FW,1.il Maccabi Tel Aviv,"Almada, Portugal",5/3/2002,24,3,104,1,176,72,Cabo Verde,advanced
18,Telmo Arcanjo,MF,1.pt Vit. GuimarÃ£es,"Lisbon, Portugal",6/21/2001,24-355,2,57,0,180,77,Cabo Verde,advanced
9,Gilson Benchimol,FW,1.ru Akron Tolyatti,"Praia, Cape Verde",12/29/2001,24-164,2,78,0,170,78,Cabo Verde,advanced
7,Jovane Cabral,FW,1.pt Estrela,"Assomada, Cape Verde",6/14/1998,27-362,2,139,0,176,72,Cabo Verde,advanced
21,Nuno da Costa,FW,1.tr BaÅŸakÅŸehir,"Praia, Cape Verde",2/10/1991,35-121,4,159,0,182,69,Cabo Verde,advanced
3,Diney,DF,1.ae Al Bataeh,"Tarrafal, Cape Verde",1/17/1995,31-145,4,390,0,185,78,Cabo Verde,advanced
15,Laros Duarte,MF,1.hu PuskÃ¡s Akad.,"Rotterdam, Netherlands",2/28/1997,29-103,4,166,0,180,76,Cabo Verde,advanced
19,Dailon Livramento,FW,1.pt Casa Pia,"Rotterdam, Netherlands",5/4/2001,25-038,3,174,0,185,79,Cabo Verde,advanced
20,Ryan Mendes,"FW,MF",2.tr 76 IÄŸdÄ±r Belediyespor,"Mindelo, Cape Verde",1/8/1990,36-154,4,330,0,178,77,Cabo Verde,advanced
10,Jamiro Monteiro,MF,1.nl Zwolle,"Rotterdam, Netherlands",11/23/1993,32-200,4,281,0,175,72,Cabo Verde,advanced
22,Steven Moreira,DF,1.us Columbus Crew,"Noisy-le-Grand, France",8/13/1994,31-302,4,301,0,176,72,Cabo Verde,advanced
8,JoÃ£o Paulo Fernandes,DF,1.ro FCSB,"Concelho de Ribeira Grande de Santiago, Cape Verde",5/26/1998,28-016,2,105,0,180,78,Cabo Verde,advanced
4,Pico,DF,1.ie Shamrock,"Dublin, Republic of Ireland",6/17/1992,33-359,4,390,0,186,78,Cabo Verde,advanced
24,Wagner Pina,DF,1.tr Trabzonspor,"Lisbon, Portugal",11/3/2002,23-220,1,89,0,180,73,Cabo Verde,advanced
11,Garry Rodrigues,MF,1.cy Apollon Limassol,"Rotterdam, Netherlands",11/27/1990,35-196,2,76,0,173,71,Cabo Verde,advanced
17,Willy Semedo,FW,1.cy AC Omonia,"Paris, France",4/27/1994,32-045,3,131,0,185,69,Cabo Verde,advanced
1,Vozinha,GK,2.pt Chaves,"Mindelo, Cape Verde",6/3/1986,40-008,4,390,0,189,74,Cabo Verde,advanced
16,Yannick,MF,2.pt Farense,"Praia, Cape Verde",12/29/1995,30-164,2,32,0,171,67,Cabo Verde,advanced
23,Derrick Luckassen,DF,1.cy Pafos FC,"Amsterdam, Netherlands",7/3/1995,30,2,180,1,186,78,Ghana,advanced
3,Caleb Yirenkyi,MF,1.dk NordsjÃ¦lland,"Bechem, Ghana",1/15/2006,20,4,264,1,181,78,Ghana,advanced
4,Jonas Adjetey,DF,1.de Wolfsburg,"Accra, Ghana",12/13/2003,22-180,3,225,0,188,82,Ghana,advanced
16,Benjamin Asare,GK,1.gh Accra Hearts of Oak,Ghana,7/13/1992,33-333,3,225,0,186,78,Ghana,advanced
1,Lawrence Ati-Zigi,GK,1.ch St. Gallen,"Accra, Ghana",11/29/1996,29-194,2,135,0,188,87,Ghana,advanced
9,Jordan Ayew,FW,2.eng Leicester City,"Marseille, France",9/11/1991,34-273,4,300,0,182,81,Ghana,advanced
7,Abdul Fatawu Issahaku,"FW,MF",2.eng Leicester City,"Tamale, Ghana",3/8/2004,22-095,4,132,0,177,73,Ghana,advanced
25,Prince Kwabena Adu,FW,1.cz Viktoria PlzeÅˆ,"Sampa, Ghana",9/23/2003,22-261,3,39,0,179,78,Ghana,advanced
14,Gideon Mensah,DF,1.fr Auxerre,"Accra, Ghana",7/18/1998,27-328,4,360,0,178,68,Ghana,advanced
24,Ernest Nuamah,MF,1.fr Lyon,"Kumasi, Ghana",11/1/2003,22-222,3,89,0,178,71,Ghana,advanced
18,Jerome Opoku,DF,1.tr BaÅŸakÅŸehir,"England, United Kingdom",10/14/1998,27-240,3,270,0,194,78,Ghana,advanced
15,Elisha Owusu,MF,1.fr Auxerre,"Montreuil, France",11/7/1997,28-216,3,151,0,179,72,Ghana,advanced
5,Thomas Partey,MF,1.es Villarreal,"Odumase Krobo, Ghana",6/13/1993,32-363,3,270,0,185,77,Ghana,advanced
21,Kojo Peprah Oppong,DF,1.fr Nice,"Accra, Ghana",6/4/2004,22-007,2,49,0,185,78,Ghana,advanced
17,Abdul Rahman Baba,"DF,MF",1.gr PAOK,"Tamale, Ghana",7/2/1994,31-344,1,1,0,179,72,Ghana,advanced
2,Alidu Seidu,DF,1.fr Rennes,"Accra, Ghana",6/4/2000,26-007,1,78,0,173,72,Ghana,advanced
11,Antoine Semenyo,"MF,FW",1.eng Manchester City,"London, England, United Kingdom",1/7/2000,26-155,4,360,0,180,81,Ghana,advanced
26,Marvin Senaya,DF,1.fr Auxerre,"Saint-Maurice, France",1/28/2001,25-134,4,278,0,179,76,Ghana,advanced
8,Kwasi Sibo,MF,1.es Oviedo,"Wa, Ghana",6/24/1998,27-352,4,248,0,182,72,Ghana,advanced
22,Kamaldeen Sulemana,"MF,FW",1.us Atlanta Utd,"Techiman, Ghana",2/15/2002,24-116,2,127,0,175,69,Ghana,advanced
10,Brandon Thomas-Asante,"FW,MF",2.eng Coventry City,"Milton Keynes, England, United Kingdom",12/29/1998,27-164,2,53,0,177,72,Ghana,advanced
19,IÃ±aki Williams,"MF,FW",1.es Athletic Club,"Bilbao, Spain",6/15/1994,31-361,2,126,0,186,79,Ghana,advanced
8,Mohammad Mohebi,MF,1.ru Rostov,"Bushehr, Iran",12/20/1998,27,3,244,1,186,83,Iran,eliminated
23,Ramin Rezaeian,"DF,MF",1.ir Foolad,"Sarī, Iran",3/21/1990,36,3,270,2,185,73,Iran,eliminated
11,Ali Alipour,FW,1.ir Persepolis,"QÄâ€™em Shahr, Iran",11/11/1995,30-212,1,38,0,181,77,Iran,eliminated
1,Alireza Beiranvand,GK,1.ir Tractor,"Khorramabad, Iran",9/21/1992,33-263,3,270,0,192,83,Iran,eliminated
6,Saeid Ezatolahi,MF,1.ae Al-Ahli Dubai FC,"Bandar-e AnzalÄ«, Iran",10/1/1996,29-253,3,264,0,190,87,Iran,eliminated
10,Mehdi Ghayedi,FW,1.ae Al-Nasr Dubai,"Bushehr, Iran",12/5/1998,27-188,1,45,0,165,58,Iran,eliminated
14,Saman Ghoddos,MF,1.ae Al-Ittihad Kalba,"MalmÃ¶, Sweden",9/6/1993,32-278,3,208,0,176,76,Iran,eliminated
21,Mohammad Ghorbani,MF,1.ae Al-Wahda FC,"ArÄk, Iran",5/21/2001,25-021,1,90,0,190,82,Iran,eliminated
3,Ehsan Hajsafi,DF,1.ir Sepahan,"KÄshÄn, Iran",2/25/1990,36-106,2,91,0,176,83,Iran,eliminated
2,Saleh Hardani,DF,1.ir Esteghlal,"ShahrestÄn-e Bahmaâ€™Ä«, Iran",12/26/1998,27-167,2,90,0,176,73,Iran,eliminated
7,Alireza Jahanbakhsh,"FW,MF",1.be Dender,"JÄ«randeh, Iran",8/11/1993,32-304,2,46,0,180,78,Iran,eliminated
13,Hossein Kanaanizadegan,DF,1.ir Persepolis,"Bandar-e MÄhshahr, Iran",3/23/1994,32-080,2,135,0,188,78,Iran,eliminated
4,Shoja' Khalilzadeh,DF,1.ir Tractor,"BahnemÄ«r, Iran",5/14/1989,37-028,3,270,0,179,74,Iran,eliminated
20,Shahriar Moghanlou,FW,1.ae Al-Ittihad Kalba,"ZanjÄn, Iran",12/21/1994,31-172,3,88,0,187,88,Iran,eliminated
5,Milad Mohammadi,DF,1.ir Persepolis,"Tehran, Iran",9/29/1993,32-255,3,205,0,178,69,Iran,eliminated
19,Ali Nemati,DF,1.ir Foolad,"NeyshÄbÅ«r, Iran",2/8/1996,30-123,3,270,0,182,77,Iran,eliminated
9,Mehdi Taremi,FW,1.gr Olympiacos,"Karaj, Iran",7/18/1992,33-328,3,259,0,186,82,Iran,eliminated
16,Mehdi Torabi,MF,1.ir Tractor,"EshtehÄrd, Iran",9/10/1994,31-274,1,25,0,185,73,Iran,eliminated
17,Aria Yousefi,MF,1.ir Sepahan,"Bandar-e MÄhshahr, Iran",4/22/2002,24-050,1,45,0,181,78,Iran,eliminated
18,Oh Hyeon-gyu,FW,1.tr Beşiktaş,"Namyangju-si, Korea Republic",4/12/2001,25,3,129,1,185,72,Korea,eliminated
6,Hwang In-beom,MF,1.nl Feyenoord,"Daejeon, Korea Republic",9/20/1996,29,3,263,1,177,68,Korea,eliminated
23,Jens Castrop,MF,1.de Gladbach,"Düsseldorf, Germany",7/29/2003,22-317,1,45,0,177,76,Korea,eliminated
3,Lee Gi-hyuk,DF,1.kr Gangwon FC,"Seoul, Korea Republic",7/7/2000,25-339,3,270,0,184,72,Korea,eliminated
9,Cho Gue-sung,FW,1.dk Midtjylland,"Ansan-si, Korea Republic",1/25/1998,28-137,2,31,0,188,82,Korea,eliminated
2,Lee Han-beom,DF,1.dk Midtjylland,"Daegu, Korea Republic",6/17/2002,23-359,3,270,0,188,83,Korea,eliminated
11,Hwang Hee-chan,FW,1.eng Wolves,"Chuncheon, Korea Republic",1/26/1996,30-136,3,108,0,177,77,Korea,eliminated
7,Son Heung-min,FW,1.us LAFC,"Chuncheon, Korea Republic",7/8/1992,33-338,3,169,0,183,78,Korea,eliminated
20,Yang Hyun-jun,"FW,MF",1.sct Celtic,"Busan, Korea Republic",5/25/2002,24-017,1,20,0,179,73,Korea,eliminated
10,Lee Jae-sung,FW,1.de Mainz 05,"Ulsan, Korea Republic",8/10/1992,33-305,2,117,0,180,69,Korea,eliminated
25,Eom Ji-sung,MF,2.eng Swansea City,"Kimje, Korea Republic",5/9/2002,24-033,2,42,0,174,68,Korea,eliminated
24,Kim Jin-gyu,MF,1.kr Jeonbuk,"Pohang, Korea Republic",2/24/1997,29-107,2,52,0,175,68,Korea,eliminated
16,Park Jinseob,"DF,MF",1.cn Zhejiang,"Jeonju, Korea Republic",10/23/1995,30-231,2,32,0,184,78,Korea,eliminated
19,Lee Kang-in,FW,1.fr PSG,"Incheon, Korea Republic",2/19/2001,25-112,3,270,0,173,66,Korea,eliminated
4,Kim Min-jae,DF,1.de Bayern Munich,"Tongyeong, Korea Republic",11/15/1996,29-208,3,245,0,188,84,Korea,eliminated
15,Kim Moon-hwan,MF,1.kr Daejeon Hana,"Hwaseong-si, Korea Republic",8/1/1995,30-314,1,70,0,173,63,Korea,eliminated
1,Kim Seung-gyu,GK,1.jp FC Tokyo,"Ulsan, Korea Republic",9/30/1990,35-254,3,270,0,184,83,Korea,eliminated
8,Paik Seung-ho,MF,2.eng Birmingham City,"Seoul, Korea Republic",3/17/1997,29-086,3,204,0,182,72,Korea,eliminated
13,Lee Tae-seok,MF,1.at Austria Wien,"Incheon, Korea Republic",7/28/2002,23-318,2,113,0,174,69,Korea,eliminated
22,Seol Young-woo,MF,1.rs Red Star,"Ulsan, Korea Republic",12/5/1998,27-188,3,250,0,180,72,Korea,eliminated
7,John McGinn,MF,1.eng Aston Villa,"Glasgow, Scotland, United Kingdom",34625,31,3,259,1,178,68,Scotland,eliminated
10,ChÃ© Adams,FW,1.it Torino,"Leicester, England, United Kingdom",7/13/1996,29-333,3,145,0,175,76,Scotland,eliminated
11,Ryan Christie,MF,1.eng Bournemouth,"Inverness, Scotland, United Kingdom",2/22/1995,31-109,3,95,0,178,69,Scotland,eliminated
25,Findlay Curtis,MF,1.sct Kilmarnock,"Balfron, Scotland, United Kingdom",10/1/2006,19-253,2,9,0,180,66,Scotland,eliminated
9,Lyndon Dykes,"FW,MF",2.eng Charlton Athletic,"Gold Coast, Australia",10/7/1995,30-247,2,36,0,188,83,Scotland,eliminated
19,Lewis Ferguson,MF,1.it Bologna,"Hamilton, Scotland, United Kingdom",8/24/1999,26-291,3,270,0,181,74,Scotland,eliminated
17,Ben Gannon-Doak,MF,1.eng Bournemouth,"Dalry, Scotland, United Kingdom",11/11/2005,20-212,3,186,0,175,64,Scotland,eliminated
5,Grant Hanley,DF,1.sct Hibernian,"Dumfries, Scotland, United Kingdom",11/20/1991,34-203,2,180,0,188,81,Scotland,eliminated
13,Jack Hendry,DF,1.sa Al-Ettifaq,"Glasgow, Scotland, United Kingdom",5/7/1995,31-035,3,270,0,170,86,Scotland,eliminated
2,Aaron Hickey,DF,1.eng Brentford,"Glasgow, Scotland, United Kingdom",6/10/2002,24-001,1,74,0,175,72,Scotland,eliminated
26,Scott McKenna,DF,1.hr Dinamo Zagreb,"Dundee, Scotland, United Kingdom",11/12/1996,29-211,1,90,0,189,78,Scotland,eliminated
23,Kenny McLean,MF,2.eng Norwich City,"Rutherglen, Scotland, United Kingdom",1/8/1992,34-154,3,118,0,183,69,Scotland,eliminated
4,Scott McTominay,MF,1.it Napoli,"Lancaster, England, United Kingdom",12/8/1996,29-185,3,270,0,192,87,Scotland,eliminated
22,Nathan Patterson,DF,1.eng Everton,"Glasgow, Scotland, United Kingdom",10/16/2001,24-238,3,185,0,183,72,Scotland,eliminated
24,Anthony Ralston,DF,1.sct Celtic,"Glasgow, Scotland, United Kingdom",11/16/1998,27-207,2,11,0,178,73,Scotland,eliminated
3,Andy Robertson,DF,1.eng Liverpool,"Glasgow, Scotland, United Kingdom",3/11/1994,32-092,3,225,0,178,63,Scotland,eliminated
20,Lawrence Shankland,FW,1.sct Hearts,"Glasgow, Scotland, United Kingdom",8/10/1995,30-305,2,171,0,185,73,Scotland,eliminated
14,Ross Stewart,FW,2.eng Southampton,"Irvine, Scotland, United Kingdom",7/11/1996,29-335,1,2,0,188,83,Scotland,eliminated
6,Kieran Tierney,MF,1.sct Celtic,"Douglas, Isle of Man",6/5/1997,29-006,2,104,0,178,69,Scotland,eliminated
20,Maxi AraÃºjo,"FW,MF",1.pt Sporting CP,"Montevideo, Uruguay",2/15/2000,36,3,250,2,179,73,Uruguay,eliminated
14,AgustÃ­n Canobbio,FW,1.br Fluminense,"Montevideo, Uruguay",10/1/1998,27,3,224,1,175,73,Uruguay,eliminated
19,Rodrigo Aguirre,FW,1.mx AmÃ©rica,"Montevideo, Uruguay",10/1/1994,31-253,1,1,0,186,74,Uruguay,eliminated
6,Rodrigo Bentancur,MF,1.eng Tottenham,"Colonia del Sacramento, Uruguay",6/25/1997,28-351,3,270,0,185,72,Uruguay,eliminated
3,SebastiÃ¡n CÃ¡ceres,DF,1.mx AmÃ©rica,"Montevideo, Uruguay",8/18/1999,26-297,3,270,0,180,77,Uruguay,eliminated
25,Juan Manuel Sanabria,DF,1.mx AtlÃ©tico San Luis,"Florida, Uruguay",3/29/2000,26-074,3,204,0,170,68,Uruguay,eliminated
23,Fernando Muslera,GK,1.tr Galatasaray,"Buenos Aires, Argentina",6/16/1986,39-360,3,225,0,191,83,Uruguay,eliminated
9,Darwin NÃºÃ±ez,FW,1.sa Al-Hilal,"Artigas, Uruguay",6/24/1999,26-352,3,156,0,187,79,Uruguay,eliminated
16,MathÃ­as Olivera,DF,1.it Napoli,"Montevideo, Uruguay",10/31/1997,28-223,3,270,0,184,78,Uruguay,eliminated
1,Sergio Rochet,GK,1.br Internacional,"Nueva Palmira, Uruguay",3/23/1993,33-080,1,45,0,190,82,Uruguay,eliminated
18,Brian RodrÃ­guez,"FW,MF",1.mx AmÃ©rica,"Tranqueras, Uruguay",5/20/2000,26-022,3,41,0,178,68,Uruguay,eliminated
5,Manuel Ugarte,MF,1.eng Manchester Utd,"Montevideo, Uruguay",4/11/2001,25-061,3,184,0,182,77,Uruguay,eliminated
8,Federico Valverde,MF,1.es Real Madrid,"Montevideo, Uruguay",7/22/1998,27-324,3,236,0,183,78,Uruguay,eliminated
13,Guillermo Varela,DF,1.br Flamengo,"Montevideo, Uruguay",3/24/1993,33-079,3,270,0,171,69,Uruguay,eliminated
17,MatÃ­as ViÃ±a,DF,1.br Flamengo,"Empalme Olmos, Uruguay",11/9/1997,28-214,1,45,0,176,69,Uruguay,eliminated
21,Federico ViÃ±as,FW,1.es Oviedo,"Montevideo, Uruguay",6/30/1998,27-346,3,192,0,180,81,Uruguay,eliminated
7,Ladislav KrejÄĂ­,DF,1.eng Wolves,"Praha, Czech Republic",4/20/1999,27,3,270,1,180,87,Czechia,eliminated
18,Michal SadĂ­lek,MF,1.cz Slavia Prague,"UherskĂŠ HradiĹĄtÄ›, Czech Republic",5/31/1999,27,3,183,1,169,63,Czechia,eliminated
12,LukĂĄĹĄ Äerv,MF,1.cz Viktoria PlzeĹ,"Prague, Czech Republic",4/10/2001,25-062,2,163,0,182,73,Czechia,eliminated
6,Ĺ tÄpĂĄn Chaloupek,DF,1.cz Slavia Prague,"MeziboĹi, Czech Republic",3/8/2003,23-095,1,90,0,188,68,Czechia,eliminated
19,TomĂĄĹĄ ChorĂ˝,FW,1.cz Slavia Prague,"Olomouc, Czech Republic",1/26/1995,31-136,2,31,0,199,101,Czechia,eliminated
13,MojmĂ­r Chytil,FW,1.cz Slavia Prague,"Skalka, Czech Republic",4/29/1999,27-043,1,7,0,187,81,Czechia,eliminated
5,VladimĂ­r Coufal,"MF,DF",1.de Hoffenheim,"Liberec, Czech Republic",8/22/1992,33-293,3,270,0,174,76,Czechia,eliminated
8,VladimĂ­r Darida,MF,1.cz Hradec KrĂĄlovĂŠ,"Sokolov, Czech Republic",8/8/1990,35-307,1,54,0,170,67,Czechia,eliminated
21,David DoudÄra,MF,1.cz Slavia Prague,"BrandĂ˝s nad Labem-StarĂĄ Boleslav, Czech Republic",5/31/1998,28-011,1,90,0,175,66,Czechia,eliminated
9,Adam HloĹžek,FW,1.de Hoffenheim,"IvanÄice, Czech Republic",7/25/2002,23-321,3,156,0,180,83,Czechia,eliminated
3,TomĂĄĹĄ HoleĹĄ,DF,1.cz Slavia Prague,"PoliÄka, Czech Republic",3/31/1993,33-072,2,153,0,180,73,Czechia,eliminated
4,Robin HranĂĄÄ,DF,1.de Hoffenheim,"Pilsen, Czech Republic",1/29/2000,26-133,3,270,0,189,72,Czechia,eliminated
