Rank,Player,Position,Squad,Age,Born,90s,Tackles,Interceptions (Int),Tournament Stage,Interceptions per 90 mins,Eligible Defender,FBref Player ID,,,,,
717,Nathan Patterson,DF,Scotland,24,2001,2.1,2,3,Group Stage Eliminated,1.428571429,Yes,230f0471,,,,,
718,João Paulo Fernandes,DF,Cabo Verde,28,1998,1.2,1,6,Knockout,5,Yes,afcac9da,,,,,
719,Aleksandar Pavlovic,MF,Germany,22,2004,3,3,2,Knockout,0.666666667,No,2658c82f,,,,,
720,Tim Payne,DF,New Zealand,32,1994,2.5,3,1,Group Stage Eliminated,0.4,Yes,4e86877c,,,,,
721,Nicolás Paz,MF,Argentina,21,2004,0.8,2,0,Knockout,0,No,01bb93d5,,,,,
722,Marcus Pedersen,DF,Norway,25,2000,2.6,2,0,Knockout,0,Yes,596cc50e,,,,,
723,Pedri,MF,Spain,23,2002,5.5,8,10,Knockout,1.818181818,No,0d9b2d31,,,,,
724,Nicolas Pépé,FW,Côte d'Ivoire,31,1995,2.6,0,3,Knockout,1.153846154,No,57e3f0c7,,,,,
725,Ricardo Pepi,FW,USA,23,2003,2.3,1,1,Knockout,0.434782609,No,a2b1ed42,,,,,
726,Kojo Peprah Oppong,DF,Ghana,22,2004,0.5,0,0,Knockout,0,Yes,37a6fdb3,,,,,
727,Ivan Periši?,MFDF,Croatia,37,1989,4,4,4,Knockout,1,Yes,6fe90922,,,,,
728,Jens Petter Hauge,DFFW,Norway,26,1999,0.1,0,0,Knockout,0,Yes,12c35abe,,,,,
729,Charles Pickel,DFMF,Congo DR,29,1997,0.4,0,0,Knockout,0,Yes,f71ad8cb,,,,,
730,Jordan Pickford,GK,England,32,1994,7.3,0,0,Knockout,0,No,4806ec67,,,,,
731,Pico,DF,Cabo Verde,33,1992,4.3,5,7,Knockout,1.627906977,Yes,faef0f92,,,,,
732,Frantzdy Pierrot,FW,Haiti,31,1995,1.6,0,0,Group Stage Eliminated,0,No,307877be,,,,,
733,Kevin Pina,MF,Cabo Verde,29,1997,3.9,7,3,Knockout,0.769230769,No,296026ae,,,,,
734,Wagner Pina,DF,Cabo Verde,23,2002,1,0,1,Knockout,1,Yes,9bf22b95,,,,,
735,Orbelín Pineda,FWMF,Mexico,30,1996,0.3,0,0,Knockout,0,No,411fabd7,,,,,
736,Yéremy Pino,FWMF,Spain,23,2002,0.8,0,0,Knockout,0,No,540ec57b,,,,,
737,Isidro Pitta,FW,Paraguay,26,1999,0.5,0,0,Knockout,0,No,e9fc7295,,,,,
738,Johny Placide,GK,Haiti,38,1988,3,0,0,Group Stage Eliminated,0,No,f1666a9d,,,,,
739,Gonzalo Plata,FW,Ecuador,25,2000,4,5,2,Knockout,0.5,No,54bcdeb0,,,,,
740,Marin Pongra?i?,DF,Croatia,28,1997,3,3,0,Knockout,0,Yes,2a6cd437,,,,,
741,Jackson Porozo,DF,Ecuador,25,2000,0.3,0,0,Knockout,0,Yes,7d704e92,,,,,
742,Pedro Porro,DF,Spain,26,1999,6.3,11,8,Knockout,1.26984127,Yes,27d0a506,,,,,
743,Stefan Posch,DF,Austria,29,1997,3.7,4,10,Knockout,2.702702703,Yes,7f609bfc,,,,,
744,Alexander Prass,DFMF,Austria,25,2001,0.3,0,0,Knockout,0,Yes,6637e6a7,,,,,
745,Ángelo Preciado,DFMF,Ecuador,28,1998,1.2,1,3,Knockout,2.5,Yes,eadc8e4f,,,,,
746,Ruben Providence,MF,Haiti,24,2001,2.4,2,0,Group Stage Eliminated,0,No,26bab383,,,,,
747,Lukáš Provod,FW,Czechia,29,1996,1.4,3,1,Group Stage Eliminated,0.714285714,No,8f21b7bd,,,,,
748,Marc Pubill,DF,Spain,22,2003,0,0,0,Knockout,,No,365113c0,,,,,
749,Gustavo Puerta,MF,Colombia,22,2003,5.2,3,3,Knockout,0.576923077,No,2c08cab0,,,,,
750,Christian Pulisic,MF,USA,27,1998,2.5,1,0,Knockout,0,No,1bf33a9a,,,,,
751,Ahmed Qasem,MFFW,Iraq,22,2003,1.4,0,0,Group Stage Eliminated,0,No,27219ecb,,,,,
752,Jarell Quansah,DF,England,23,2003,2.2,0,0,Knockout,0,Yes,4125cb98,,,,,
753,Julián Quiñones,FWMF,Mexico,29,1997,4.6,0,0,Knockout,0,No,5535c728,,,,,
754,Alberto Quintero,FWMF,Panama,38,1987,0,0,0,Group Stage Eliminated,,No,5854ae43,,,,,
755,Juan Quintero,FWMF,Colombia,33,1993,1.3,0,0,Knockout,0,No,540d0b37,,,,,
756,Ramy Rabia,DF,Egypt,33,1993,4.1,5,3,Knockout,0.731707317,Yes,e32afa36,,,,,
757,Adrien Rabiot,MF,France,31,1995,6.5,7,11,Knockout,1.692307692,No,8794e251,,,,,
758,Stjepan Radelji?,DF,Bosnia-Herz,28,1997,2,1,0,Knockout,0,Yes,30e03a25,,,,,
759,Soufiane Rahimi,FW,Morocco,30,1996,1.8,2,0,Knockout,0,No,f126a259,,,,,
760,Abdul Rahman Baba,DFMF,Ghana,31,1994,0,0,0,Knockout,,No,e4086af3,,,,,
761,Anthony Ralston,DF,Scotland,27,1998,0.1,0,0,Group Stage Eliminated,0,Yes,56208b05,,,,,
762,Gonçalo Ramos,FW,Portugal,24,2001,0.4,0,0,Knockout,0,No,f63cda26,,,,,
763,Jiovany Ramos,DF,Panama,29,1997,1.8,1,3,Group Stage Eliminated,1.666666667,Yes,30cda59f,,,,,
764,Jesse Randall,MF,New Zealand,23,2002,0.7,0,0,Group Stage Eliminated,0,No,513ec88e,,,,,
765,Raúl Rangel,GK,Mexico,26,2000,4.9,0,0,Knockout,0,No,15f733fb,,,,,
766,Raphinha,MFFW,Brazil,29,1996,1.4,0,0,Knockout,0,No,3423f250,,,,,
767,Nizar Al Rashdan,MF,Jordan,27,1999,2.8,5,2,Group Stage Eliminated,0.714285714,No,feaa0ffd,,,,,
768,Marcus Rashford,MF,England,28,1997,2.5,2,0,Knockout,0,No,a1d5bd30,,,,,
769,Nicolas Raskin,MF,Belgium,25,2001,3.8,5,2,Knockout,0.526315789,No,dba1f190,,,,,
770,David Raum,DF,Germany,28,1998,1.2,1,1,Knockout,0.833333333,Yes,7d450ed3,,,,,
771,Noor Al Rawabdeh,MF,Jordan,29,1997,3,7,2,Group Stage Eliminated,0.666666667,No,3bb06c86,,,,,
772,Rayan,FWMF,Brazil,19,2006,3.2,4,3,Knockout,0.9375,No,288647fc,,,,,
773,Iqraam Rayners,FW,South Africa,30,1995,1.8,0,0,Knockout,0,No,190b0d5e,,,,,
774,Tim Ream,DF,USA,38,1987,4,1,6,Knockout,1.5,Yes,28b40c9c,,,,,
775,Tijjani Reijnders,MF,Netherlands,27,1998,2.2,0,2,Knockout,0.909090909,No,afb61630,,,,,
776,Omar Rekik,DF,Tunisia,24,2001,2,2,3,Group Stage Eliminated,1.5,Yes,e69e0f7b,,,,,
777,Israel Reyes,DF,Mexico,26,2000,2.2,1,3,Knockout,1.363636364,Yes,0db8bbc4,,,,,
778,Gio Reyna,MF,USA,23,2002,1.5,0,0,Knockout,0,No,7fa4e703,,,,,
779,Ramin Rezaeian,DFMF,IR Iran,36,1990,3,5,2,Group Stage Eliminated,0.666666667,Yes,c0ae3446,,,,,
780,Chadi Riad,DF,Morocco,22,2003,3.8,1,4,Knockout,1.052631579,Yes,b3b9b8b8,,,,,
781,Declan Rice,MF,England,27,1999,6.2,3,5,Knockout,0.806451613,No,1c7012b8,,,,,
782,Chris Richards,DF,USA,26,2000,4,3,4,Knockout,1,Yes,0a3d6d2b,,,,,
783,Fabian Rieder,MFFW,Switzerland,24,2002,3.4,3,1,Knockout,0.294117647,No,c2bd8585,,,,,
784,Richard Ríos,MF,Colombia,26,2000,1.6,2,1,Knockout,0.625,No,72da065d,,,,,
785,Ró-Ró,DF,Qatar,35,1990,3,4,3,Group Stage Eliminated,1,Yes,8735fe66,,,,,
786,Andy Robertson,DF,Scotland,32,1994,2.5,1,2,Group Stage Eliminated,0.8,Yes,2e4f5f03,,,,,
787,Antonee Robinson,DFMF,USA,28,1997,3.9,4,6,Knockout,1.538461538,Yes,289601e6,,,,,
788,Miles Robinson,DF,USA,29,1997,1,1,1,Knockout,1,Yes,782a95d9,,,,,
789,Sergio Rochet,GK,Uruguay,33,1993,0.5,0,0,Group Stage Eliminated,0,No,81b99b9e,,,,,
790,Rodri,MF,Spain,29,1996,8,20,3,Knockout,0.375,No,6434f10d,,,,,
791,Garry Rodrigues,MF,Cabo Verde,35,1990,0.8,2,1,Knockout,1.25,No,149895bf,,,,,
792,Brian Rodríguez,FWMF,Uruguay,26,2000,0.5,0,0,Group Stage Eliminated,0,No,c86041d7,,,,,
793,James Rodríguez,FWMF,Colombia,34,1991,3.5,1,1,Knockout,0.285714286,No,715bf047,,,,,
794,Kevin Rodríguez,FW,Ecuador,26,2000,1.3,1,0,Knockout,0,No,189fb038,,,,,
795,Ricardo Rodríguez,DF,Switzerland,33,1992,5.7,7,4,Knockout,0.701754386,Yes,7f78ad23,,,,,
796,Tomás Rodríguez,FW,Panama,27,1999,0.5,0,0,Group Stage Eliminated,0,No,59f97bc8,,,,,
797,Godfried Roemeratoe,MF,Curaçao,26,1999,0.1,0,0,Group Stage Eliminated,0,No,a646b710,,,,,
798,Morgan Rogers,MF,England,23,2002,3.8,3,0,Knockout,0,No,2e5915f1,,,,,
799,Cristian Romero,DF,Argentina,28,1998,6.8,10,11,Knockout,1.617647059,Yes,a3d94a58,,,,,
800,Luis Romo,MF,Mexico,31,1995,2.9,4,4,Knockout,1.379310345,No,e590bb10,,,,,
801,Cristiano Ronaldo,FW,Portugal,41,1985,4.9,1,1,Knockout,0.204081633,No,dea698d9,,,,,
802,Eloy Room,GK,Curaçao,37,1989,3,0,0,Group Stage Eliminated,0,No,6b33d86b,,,,,
803,Marten de Roon,DFMF,Netherlands,35,1991,0.1,0,0,Knockout,0,Yes,2a1beb34,,,,,
804,Saed Al-Rosan,DF,Jordan,29,1997,0.1,0,0,Group Stage Eliminated,0,Yes,f3115445,,,,,
805,Antonio Rüdiger,DF,Germany,33,1993,2.9,0,0,Knockout,0,Yes,18b896d6,,,,,
806,Fabián Ruiz Peña,MF,Spain,30,1996,3.6,3,4,Knockout,1.111111111,No,c0c7ff58,,,,,
807,Mathew Ryan,GK,Australia,34,1992,0,0,0,Knockout,,No,4535e4bb,,,,,
808,Julian Ryerson,DF,Norway,28,1997,2.5,8,0,Knockout,0,Yes,009a4f60,,,,,
809,Elias Saad,MFFW,Tunisia,26,1999,1.3,1,0,Group Stage Eliminated,0,No,78a2284f,,,,,
810,Marwane Saâdane,DFMF,Morocco,34,1992,0,0,0,Knockout,,No,14f47102,,,,,
811,Mustafa Saadoon,DF,Iraq,25,2001,0.2,1,0,Group Stage Eliminated,0,Yes,928dc5c9,,,,,
812,Mahmoud Saber,MF,Egypt,24,2001,0.5,0,0,Knockout,0,No,632c42f5,,,,,
813,Marcel Sabitzer,MF,Austria,32,1994,4,2,6,Knockout,1.5,No,e280527c,,,,,
814,Noah Sadiki,MF,Congo DR,21,2004,2.9,4,2,Knockout,0.689655172,No,645481cc,,,,,
815,Michal Sadílek,MF,Czechia,27,1999,2,2,2,Group Stage Eliminated,1,No,7c9fa389,,,,,
816,Alexis Saelemaekers,MF,Belgium,26,1999,0.9,2,0,Knockout,0,No,ee251371,,,,,
817,Ismael Saibari,FW,Morocco,25,2001,4.2,2,0,Knockout,0,No,3ec9f005,,,,,
818,Bukayo Saka,MF,England,24,2001,4,7,1,Knockout,0.25,No,bc7dc64d,,,,,
819,Mohamed Salah,FWMF,Egypt,33,1992,4.7,0,2,Knockout,0.425531915,No,e342ad68,,,,,
820,Anass Salah-Eddine,DF,Morocco,24,2002,2.4,5,0,Knockout,0,Yes,0d274394,,,,,
821,Nathan Saliba,MF,Canada,22,2004,2,4,4,Knockout,2,No,44cfc681,,,,,
822,William Saliba,DF,France,25,2001,5.3,0,6,Knockout,1.132075472,Yes,972aeb2a,,,,,
823,Shurandy Sambo,DF,Curaçao,24,2001,0,0,1,Group Stage Eliminated,,No,4b1d5a70,,,,,
824,Antonio Sanabria,FW,Paraguay,30,1996,0.9,2,0,Knockout,0,No,0a447501,,,,,
825,Davinson Sánchez,DF,Colombia,30,1996,5.3,2,6,Knockout,1.132075472,Yes,da7b447d,,,,,
826,Jorge Sánchez,DF,Mexico,28,1997,3.9,4,5,Knockout,1.282051282,Yes,c8d1c3a5,,,,,
827,Alex Sandro,DFMF,Brazil,35,1991,0.1,0,0,Knockout,0,Yes,0d82903c,,,,,
828,Leroy Sané,MF,Germany,30,1996,3.6,3,2,Knockout,0.555555556,No,2b114be3,,,,,
829,Ibrahim Sangaré,MF,Côte d'Ivoire,28,1997,3,5,6,Knockout,2,No,bced0375,,,,,
830,Kaish? Sano,MF,Japan,25,2000,3,2,4,Knockout,1.333333333,No,7a7a6361,,,,,
831,Danilo Santos,MF,Brazil,25,2001,0.5,2,1,Knockout,2,No,a816dbfb,,,,,
832,Douglas Santos,DF,Brazil,32,1994,4.9,10,6,Knockout,1.224489796,Yes,c50e5bba,,,,,
833,Bara Sapoko Ndiaye,MF,Senegal,18,2007,0.3,0,0,Knockout,0,No,fa080d50,,,,,
834,Ismaila Sarr,MFFW,Senegal,28,1998,4,1,2,Knockout,0.5,No,bfdb33aa,,,,,
835,Farrukh Sayfiev,DFMF,Uzbekistan,35,1991,0.5,0,0,Group Stage Eliminated,0,Yes,bad66fb5,,,,,
836,Amine Sbai,FWMF,Morocco,25,2000,0.1,0,0,Knockout,0,No,bafbe06a,,,,,
837,Joe Scally,DF,USA,23,2002,1,1,1,Knockout,1,Yes,236f02cd,,,,,
838,Patrik Schick,FW,Czechia,30,1996,2,0,0,Group Stage Eliminated,0,No,5d4f7d61,,,,,
839,Andreas Schjelderup,FW,Norway,22,2004,2.8,3,5,Knockout,1.785714286,No,a427724f,,,,,
840,Alexander Schlager,GK,Austria,30,1996,4,0,0,Knockout,0,No,6fe5c35b,,,,,
841,Xaver Schlager,MF,Austria,28,1997,2.6,3,7,Knockout,2.692307692,No,8f056768,,,,,
842,Nico Schlotterbeck,DF,Germany,26,1999,1.5,2,3,Knockout,2,Yes,34e12499,,,,,
843,Romano Schmid,MFFW,Austria,26,2000,2.9,4,0,Knockout,0,No,220ace7e,,,,,
844,Kamogelo Sebelebele,DFMF,South Africa,23,2002,0.1,0,0,Knockout,0,Yes,cc014f7d,,,,,
845,Abdoulaye Seck,DF,Senegal,34,1992,0.6,0,0,Knockout,0,Yes,f07a0fe5,,,,,
846,Alidu Seidu,DF,Ghana,26,2000,0.9,1,1,Knockout,1.111111111,Yes,cea59f02,,,,,
847,Nicolas Seiwald,MF,Austria,25,2001,3.5,5,4,Knockout,1.142857143,No,28c6e925,,,,,
848,Ayumu Seko,DF,Japan,26,2000,1,1,1,Knockout,1,Yes,5c6a4059,,,,,
849,Egil Selvik,GK,Norway,28,1997,1,0,0,Knockout,0,No,05d89c1c,,,,,
850,Ken Sema,FWMF,Sweden,32,1993,0.2,1,0,Knockout,0,No,1770bd68,,,,,
851,Nélson Semedo,DFMF,Portugal,32,1993,1.4,0,0,Knockout,0,Yes,d04b94db,,,,,
852,Willy Semedo,FW,Cabo Verde,32,1994,1.5,0,3,Knockout,2,No,d1edc98f,,,,,
853,Antoine Semenyo,MFFW,Ghana,26,2000,4,2,0,Knockout,0,No,efd2ec23,,,,,
854,Marvin Senaya,DF,Ghana,25,2001,3.1,12,6,Knockout,1.935483871,Yes,1d383c10,,,,,
855,Marcos Senesi,DF,Argentina,29,1997,1.2,0,2,Knockout,1.666666667,Yes,35141f4c,,,,,
856,Igor Sergeev,FW,Uzbekistan,33,1993,0.3,0,0,Group Stage Eliminated,0,No,8df41977,,,,,
857,Jean Seri,MF,Côte d'Ivoire,34,1991,0.2,1,0,Knockout,0,No,10efd0e1,,,,,
858,Kim Seung-gyu,GK,Korea Republic,35,1990,3,0,0,Group Stage Eliminated,0,No,eabaafa6,,,,,
859,Paik Seung-ho,MF,Korea Republic,29,1997,2.3,0,1,Group Stage Eliminated,0.434782609,No,1e1bea09,,,,,
860,Joaquin Seys,DF,Belgium,21,2005,0.3,1,0,Knockout,0,Yes,0beabf0a,,,,,
861,Jacob Shaffelburg,MF,Canada,26,1999,1,1,2,Knockout,2,No,339a2561,,,,,
862,Mohammed Abu Al-Shamat,MF,Saudi Arabia,23,2002,1.5,3,1,Group Stage Eliminated,0.666666667,No,dd65e243,,,,,
863,Lawrence Shankland,FW,Scotland,30,1995,1.9,1,0,Group Stage Eliminated,0,No,63b1a176,,,,,
864,Sharara,FW,Jordan,28,1997,0,0,0,Group Stage Eliminated,,No,67e2aed8,,,,,
865,Aimar Sher,MF,Iraq,23,2002,0.3,0,0,Group Stage Eliminated,0,No,ef301f96,,,,,
866,Kento Shiogai,FW,Japan,21,2005,0.1,0,0,Knockout,0,No,6bc2fef7,,,,,
867,Mostafa Shobeir,GK,Egypt,26,2000,5.3,0,0,Knockout,0,No,0cb1d2ba,,,,,
868,Eldor Shomurodov,FW,Uzbekistan,30,1995,3,4,0,Group Stage Eliminated,0,No,57469b2d,,,,,
869,Otabek Shukurov,MF,Uzbekistan,29,1996,2.6,2,0,Group Stage Eliminated,0,No,62032a56,,,,,
870,Nkosinathi Sibisi,DF,South Africa,30,1995,1,0,1,Knockout,1,Yes,932f8e2b,,,,,
871,Kwasi Sibo,MF,Ghana,27,1998,2.8,0,2,Knockout,0.714285714,No,be834ad7,,,,,
872,Niko Sigur,MF,Canada,22,2003,1.4,1,0,Knockout,0,No,5c56986b,,,,,
873,Bernardo Silva,MF,Portugal,31,1994,1.1,0,1,Knockout,0.909090909,No,3eb22ec9,,,,,
874,Éderson Silva,MF,Brazil,26,1999,0.2,0,1,Knockout,5,No,a9202def,,,,,
875,Giuliano Simeone,FW,Argentina,23,2002,2.1,3,1,Knockout,0.476190476,No,a6536561,,,,,
876,Dominique Simon,MF,Haiti,25,2000,0.6,1,1,Group Stage Eliminated,1.666666667,No,ffd8e8c5,,,,,
877,Unai Simón,GK,Spain,29,1997,8.3,0,0,Knockout,0,No,5dcf3e90,,,,,
878,Sarpreet Singh,MF,New Zealand,27,1999,2.3,1,0,Group Stage Eliminated,0,No,4ba886c6,,,,,
879,Wilfried Singo,DF,Côte d'Ivoire,25,2000,1.9,0,4,Knockout,2.105263158,Yes,8b609c34,,,,,
880,Sphephelo Sithole,MF,South Africa,27,1999,2.5,5,5,Knockout,2,No,33bcd4b3,,,,,
881,Ellyes Skhiri,MFDF,Tunisia,31,1995,2.8,1,2,Group Stage Eliminated,0.714285714,Yes,c2211709,,,,,
882,Alexandr Sojka,MFDF,Czechia,23,2003,1.6,1,2,Group Stage Eliminated,1.25,Yes,765b7bfc,,,,,
883,Ramón Sosa,FWMF,Paraguay,26,1999,0.1,0,0,Knockout,0,No,2d3417a1,,,,,
884,Tomáš Sou?ek,MF,Czechia,31,1995,1.5,0,1,Group Stage Eliminated,0.666666667,No,6613c819,,,,,
885,Harry Souttar,DF,Australia,27,1998,4.3,0,4,Knockout,0.930232558,Yes,0a6cb1b1,,,,,
886,Djibril Sow,MF,Switzerland,29,1997,2.8,1,2,Knockout,0.714285714,No,4c6facae,,,,,
887,Ça?lar Söyüncü,DF,Türkiye,30,1996,0.1,0,0,Group Stage Eliminated,0,Yes,21166ff4,,,,,
888,Djed Spence,DF,England,25,2000,4.5,10,5,Knockout,1.111111111,Yes,9bc9a519,,,,,
889,Marko Stamenic,MF,New Zealand,24,2002,3,1,4,Group Stage Eliminated,1.333333333,No,690d1049,,,,,
890,Josip Staniši?,DFMF,Croatia,26,2000,4,2,5,Knockout,1.25,Yes,7ed08d5c,,,,,
891,Carl Starfelt,DF,Sweden,31,1995,0,0,0,Knockout,,No,5cfec13d,,,,,
892,Ross Stewart,FW,Scotland,29,1996,0,0,0,Group Stage Eliminated,,No,18986367,,,,,
893,Angelo Stiller,MF,Germany,25,2001,0.5,1,1,Knockout,2,No,3b1ed320,,,,,
894,John Stones,DF,England,32,1994,3.7,0,0,Knockout,0,Yes,5eecec3d,,,,,
895,Jørgen Strand Larsen,FW,Norway,26,2000,1.2,0,0,Knockout,0,No,f553b2b3,,,,,
896,Elliot Stroud,MF,Sweden,23,2002,1.8,0,3,Knockout,1.666666667,No,ff11bdec,,,,,
897,Luis Suárez,FW,Colombia,28,1997,3.7,4,0,Knockout,0,No,eeba07f8,,,,,
898,Luka Su?i?,FWMF,Croatia,23,2002,0.2,0,0,Knockout,0,No,1e1378e1,,,,,
899,Petar Su?i?,MFFW,Croatia,22,2003,3.2,2,1,Knockout,0.3125,No,23fb46ea,,,,,
900,Yukinari Sugawara,MF,Japan,25,2000,1.6,3,0,Knockout,0,No,580bcd18,,,,,
901,Rebin Sulaka,DF,Iraq,34,1992,0.5,0,1,Group Stage Eliminated,2,Yes,928bec06,,,,,
902,Pavel Šulc,FW,Czechia,25,2000,2.1,2,0,Group Stage Eliminated,0,No,e9b893af,,,,,
903,Kamaldeen Sulemana,MFFW,Ghana,24,2002,1.4,2,1,Knockout,0.714285714,No,a62f8bf1,,,,,
904,Crysencio Summerville,FW,Netherlands,24,2001,2.8,2,2,Knockout,0.714285714,No,df04eb4b,,,,,
905,Ivan Šunji?,MF,Bosnia-Herz,29,1996,2.2,3,0,Knockout,0,No,e18098de,,,,,
906,Finn Surman,DF,New Zealand,22,2003,3,1,4,Group Stage Eliminated,1.333333333,Yes,016e419b,,,,,
907,Josip Šutalo,DF,Croatia,26,2000,4,4,6,Knockout,1.5,Yes,33a6a650,,,,,
908,Junnosuke Suzuki,DF,Japan,22,2003,0.5,0,1,Knockout,2,Yes,77428b1e,,,,,
909,Yuito Suzuki,FWMF,Japan,24,2001,0.1,1,0,Knockout,0,No,c25a7a2a,,,,,
910,Zion Suzuki,GK,Japan,23,2002,4,0,0,Knockout,0,No,51e1f4f5,,,,,
911,Mattias Svanberg,MF,Sweden,27,1999,0.2,1,1,Knockout,5,No,92d83c27,,,,,
912,Daniel Svensson,DF,Sweden,24,2002,1.1,2,1,Knockout,0.909090909,Yes,124c9382,,,,,
913,Alexander Sørloth,FW,Norway,30,1995,3.7,1,0,Knockout,0,No,e92cd3f7,,,,,
914,Musa Al-Taamari,FW,Jordan,29,1997,2.4,0,0,Group Stage Eliminated,0,No,f15f8b2b,,,,,
915,Haris Tabakovi?,FW,Bosnia-Herz,31,1994,0.2,0,0,Knockout,0,No,723b19c7,,,,,
916,Lee Tae-seok,MF,Korea Republic,23,2002,1.3,3,0,Group Stage Eliminated,0,No,32257cce,,,,,
917,Nicolás Tagliafico,DF,Argentina,33,1992,5.3,4,6,Knockout,1.132075472,Yes,f0661424,,,,,
918,Jonathan Tah,DF,Germany,30,1996,4.1,3,1,Knockout,0.243902439,Yes,bd142efb,,,,,
919,Benjamin Tahirovic,MF,Bosnia-Herz,23,2003,2.6,4,4,Knockout,1.538461538,No,eb3022c3,,,,,
920,Zaid Tahseen,DF,Iraq,25,2001,1.7,1,0,Group Stage Eliminated,0,Yes,f3380f7e,,,,,
921,Chemsdine Talbi,MF,Morocco,21,2005,2,2,2,Knockout,1,No,47ce793b,,,,,
922,Montassar Talbi,DF,Tunisia,28,1998,3,2,5,Group Stage Eliminated,1.666666667,Yes,a4a44eb0,,,,,
923,Hassan Al Tambakti,DF,Saudi Arabia,27,1999,2.4,3,3,Group Stage Eliminated,1.25,Yes,6d78c320,,,,,
924,Ao Tanaka,MF,Japan,27,1998,2.1,6,1,Knockout,0.476190476,No,1d36d6b6,,,,,
925,Shogo Taniguchi,DF,Japan,34,1991,2.6,0,1,Knockout,0.384615385,Yes,828a9c47,,,,,
926,Mehdi Taremi,FW,IR Iran,33,1992,2.9,2,2,Group Stage Eliminated,0.689655172,No,4c2a5d34,,,,,
927,Aurélien Tchouaméni,MF,France,26,2000,4,14,6,Knockout,1.5,No,4f255115,,,,,
928,Arthur Theate,DF,Belgium,26,2000,2.5,0,3,Knockout,1.2,Yes,df8d6029,,,,,
929,Igor Thiago,FW,Brazil,24,2001,0.7,1,0,Knockout,0,No,dc45ac24,,,,,
930,Malick Thiaw,DFMF,Germany,24,2001,0.5,2,0,Knockout,0,Yes,ff5ea0bf,,,,,
931,Ryan Thomas,MF,New Zealand,31,1994,0.9,2,0,Group Stage Eliminated,0,No,95efdac2,,,,,
932,Brandon Thomas-Asante,FWMF,Ghana,27,1998,0.6,0,0,Knockout,0,No,fb152f96,,,,,
933,Morten Thorsby,MF,Norway,30,1996,0.5,1,1,Knockout,2,No,d1b49282,,,,,
934,Kristian Thorstvedt,MF,Norway,27,1999,0.7,1,0,Knockout,0,No,76ff8d0d,,,,,
935,Marcus Thuram,FWMF,France,28,1997,0,0,0,Knockout,,No,6f8cd6d0,,,,,
936,Youri Tielemans,MF,Belgium,29,1997,5.3,6,2,Knockout,0.377358491,No,56f7a928,,,,,
937,Kieran Tierney,MF,Scotland,29,1997,1.2,1,2,Group Stage Eliminated,1.666666667,No,fce2302c,,,,,
938,Guus Til,FWMF,Netherlands,28,1997,0.4,0,0,Knockout,0,No,6e44569a,,,,,
939,Malik Tillman,MF,USA,24,2002,4,7,5,Knockout,1.25,No,a5420709,,,,,
940,Quinten Timber,MF,Netherlands,24,2001,0.6,0,1,Knockout,1.666666667,No,803e7aca,,,,,
941,Takehiro Tomiyasu,DF,Japan,27,1998,2,1,2,Knockout,1,Yes,b3af9be1,,,,,
942,Ivan Toney,FW,England,30,1996,0.9,0,0,Knockout,0,No,e09f279b,,,,,
943,Mehdi Torabi,MF,IR Iran,31,1994,0.3,0,1,Group Stage Eliminated,3.333333333,No,74567feb,,,,,
944,Félix Torres Caicedo,DF,Ecuador,29,1997,0.1,0,0,Knockout,0,Yes,c0a8860f,,,,,
945,Ferran Torres,FW,Spain,26,2000,3.2,0,0,Knockout,0,No,9e1035f8,,,,,
946,Sebastian Tounekti,FW,Tunisia,23,2002,0.9,0,0,Group Stage Eliminated,0,No,584fee1f,,,,,
947,Bazoumana Touré,MF,Côte d'Ivoire,20,2006,0.9,1,0,Knockout,0,No,93945a50,,,,,
948,Mo Touré,FW,Australia,22,2004,1.8,1,0,Knockout,0,No,8ac64b4e,,,,,
949,Kai Trewin,DFMF,Australia,25,2001,0.8,0,2,Knockout,2.5,Yes,1ab3d134,,,,,
950,Trézéguet,MF,Egypt,31,1994,1.8,0,1,Knockout,0.555555556,No,3ae14ed1,,,,,
951,Francisco Trincão,FWMF,Portugal,26,1999,0.3,1,0,Knockout,0,No,77e39b04,,,,,
952,Leandro Trossard,MFFW,Belgium,31,1994,5.6,1,4,Knockout,0.714285714,No,38ceb24a,,,,,
953,Auston Trusty,DF,USA,27,1998,1.1,1,4,Knockout,3.636363636,Yes,cddf767b,,,,,
954,Axel Tuanzebe,DF,Congo DR,28,1997,4,2,1,Knockout,0.25,Yes,2baec6ce,,,,,
955,Matt Turner,GK,USA,31,1994,1,0,0,Knockout,0,No,4a51ba65,,,,,
956,Ayase Ueda,FW,Japan,27,1998,3.6,1,0,Knockout,0,No,c0295327,,,,,
957,Manuel Ugarte,MF,Uruguay,25,2001,2,1,3,Group Stage Eliminated,1.5,No,c9817014,,,,,
958,Deniz Undav,FW,Germany,29,1996,1.7,0,0,Knockout,0,No,dd549382,,,,,
959,Dayot Upamecano,DF,France,27,1998,7.3,12,15,Knockout,2.054794521,Yes,d248cd8f,,,,,
960,Jakhongir Urozov,DF,Uzbekistan,22,2004,1.1,0,1,Group Stage Eliminated,0.909090909,Yes,71210bed,,,,,
961,Oston Urunov,MF,Uzbekistan,25,2000,0.7,0,1,Group Stage Eliminated,1.428571429,No,56521adf,,,,,
962,Can Uzun,MF,Türkiye,20,2005,0.4,0,0,Group Stage Eliminated,0,No,1d0b134a,,,,,
